000.png,robot:,0.122009,-1.96637,-1.367,-1.48024,1.56579,-2.24244,
001.png,robot:,0.568799,-2.01783,-1.29852,-1.5884,1.3075,-1.83569,
002.png,robot:,0.0114749,-2.47264,-0.482131,-1.97312,1.62616,-2.45667,
003.png,robot:,-0.324238,-2.22547,-0.868958,-1.84033,1.8574,-2.87268,
004.png,robot:,-0.483036,-1.028,-2.08978,-1.31981,1.89576,-2.86951,
005.png,robot:,1.01146,-0.88159,-2.27512,-1.43061,1.11169,-1.29004,
006.png,robot:,0.984022,-1.74341,-1.55617,-1.63391,1.22436,-1.1455,
007.png,robot:,0.426771,-2.38505,-0.661271,-1.95152,1.43569,-1.99709,
008.png,robot:,-0.197969,-2.01836,-0.636057,-2.16384,1.79157,-2.38463,
009.png,robot:,-0.197945,-2.01847,-0.636045,-2.16382,1.7916,-2.38464,
010.png,robot:,0.523425,-1.97971,-0.636308,-2.22284,1.42203,-1.79084,
011.png,robot:,0.38249,-1.03313,-1.86503,-1.63371,1.4916,-1.96041,
012.png,robot:,0.599327,-0.28939,-2.41193,-1.61658,1.3382,-1.95984,
013.png,robot:,1.4468,-0.904538,-2.40512,-1.57591,1.0706,-0.792245,
014.png,robot:,0.487633,-2.40913,-0.96187,-1.57255,1.35866,-1.79199,
015.png,robot:,0.487382,-2.01728,-0.910469,-1.84171,1.35935,-1.79212,
016.png,robot:,-0.347101,-2.0383,-0.842347,-2.01487,1.77393,-2.57974,
017.png,robot:,-0.206677,-2.72227,-0.136494,-2.12912,1.77466,-2.58294,
018.png,robot:,-0.263206,-1.49863,-1.7846,-1.42589,1.80149,-2.58226,
019.png,robot:,-1.11611,-1.314,-2.10635,-1.4259,1.98639,-3.60385,
020.png,robot:,0.138673,-1.65434,-1.71849,-1.31491,1.59095,-2.26509,
