000.png,robot:,0.0986538,-1.75784,-1.3343,-1.61986,1.58207,-2.27358,
001.png,robot:,0.122045,-1.70462,-1.45002,-1.55856,1.57347,-2.24436,
002.png,robot:,0.556303,-1.60655,-2.00627,-1.09563,1.31746,-2.24397,
003.png,robot:,0.432128,-2.26814,-1.28614,-1.34651,1.3309,-2.24414,
004.png,robot:,-0.195259,-2.27267,-1.2839,-1.26446,1.79416,-2.24451,
005.png,robot:,-0.00164253,-2.47392,-0.551121,-1.93976,1.63533,-2.24446,
006.png,robot:,-0.257989,-2.85178,-0.551253,-1.73045,1.83147,-2.24448,
007.png,robot:,-0.593513,-2.56372,-1.57109,-0.886532,2.12775,-2.24442,
008.png,robot:,0.586603,-1.92362,-2.4284,-0.231008,1.24914,-2.24443,
009.png,robot:,1.09271,-1.92369,-2.42884,-0.533999,1.00725,-2.24421,
010.png,robot:,0.284391,-2.24124,-1.47114,-1.07627,1.42113,-2.24436,
011.png,robot:,-0.0903199,-2.24187,-1.47126,-1.07628,1.72262,-2.24436,
012.png,robot:,0.096112,-2.8612,-0.186908,-2.07345,1.5818,-2.24439,
013.png,robot:,0.0759579,-2.4745,-0.186693,-2.26054,1.5818,-2.24442,
014.png,robot:,0.471121,-2.50668,-0.188035,-2.33247,1.41733,-2.24428,
015.png,robot:,-0.225508,-2.52166,-0.188095,-2.24546,1.71252,-2.24457,
016.png,robot:,-0.462784,-1.37372,-2.03101,-1.19854,1.87122,-2.24466,
017.png,robot:,0.796454,-1.34312,-2.03316,-1.36413,1.23867,-2.24463,
018.png,robot:,0.157591,-1.33043,-1.55215,-1.70026,1.54634,-2.24468,
019.png,robot:,0.68605,-1.83121,-0.820428,-2.14292,1.34485,-2.24462,
020.png,robot:,-0.289307,-1.74556,-0.820764,-2.14294,1.75967,-2.24463,
021.png,robot:,0.0654189,-2.1987,-0.861231,-1.82972,1.57223,-2.24462,
022.png,robot:,0.0174224,-1.72628,-1.45829,-1.53313,1.60887,-1.29371,
023.png,robot:,0.329469,-2.02975,-1.15501,-1.62106,1.47778,-1.11461,
024.png,robot:,0.494691,-1.43824,-1.25694,-1.94239,1.31723,-0.46538,
025.png,robot:,1.43294,-0.908642,-2.02537,-1.88999,1.1653,0.115136,
026.png,robot:,0.453686,-0.909122,-2.04138,-1.48504,1.40716,0.115603,
027.png,robot:,-0.505555,-1.29536,-2.06022,-1.20053,1.89323,-1.75006,
028.png,robot:,-0.692577,-1.7934,-1.26619,-1.76098,1.96369,-1.27088,
029.png,robot:,-0.427117,-2.29705,-0.625392,-1.99803,1.78159,-0.744906,
030.png,robot:,0.269264,-2.297,-0.625501,-1.99736,1.45842,-0.064947,
031.png,robot:,0.0433335,-2.05332,-0.625273,-2.12784,1.4641,-0.509373,
032.png,robot:,0.177563,-1.01831,-1.6578,-1.72444,1.46433,0.0948791,
033.png,robot:,0.730791,-1.1959,-2.40649,-1.00042,1.21533,0.824857,
034.png,robot:,0.396296,-2.06585,-0.884662,-1.99327,1.38692,1.1434,
035.png,robot:,0.169315,-2.25505,-0.878075,-1.7781,1.51884,-0.576307,
036.png,robot:,0.339057,-2.25601,-0.878124,-1.77838,1.51956,-1.78061,
037.png,robot:,-0.209472,-2.26606,-0.873289,-1.74777,1.79015,-0.945059,
038.png,robot:,-0.643645,-1.96703,-0.862395,-1.99481,1.94775,-0.854328,
039.png,robot:,-0.96753,-1.34443,-1.73308,-1.6745,1.96588,-0.336289,
040.png,robot:,0.25699,-1.04482,-1.94327,-1.39222,1.37404,-0.492037,
041.png,robot:,0.929428,-1.21759,-2.08254,-1.47139,1.21552,-0.715893,
042.png,robot:,0.475782,-1.61855,-1.6398,-1.43274,1.36496,0.637817,
